,Symbol,Valoren,market_price,model_price,DurationToMaturity,YieldToMaturity,riskfree,Hazzard,Rating
36,AAPL4389208,33461312,97.16135,96.65,8.6228,0.028671,0.0227552796781,0.00591572032191,6
37,AAPL4389215,33461314,97.45845,95.906,17.4883,0.041308,0.0249515390653,0.0163564609347,6
38,AAPL4001806,21311603,99.807,99.807,1.4564,0.011365,0.0170263080717,-0.00566130807165,6
39,AAPL4001811,21311621,100.375,100.0693,1.9846,0.008518,0.0174518359139,-0.00893383591395,6
40,AAPL4001809,21311623,100.0795,99.3658,6.0192,0.025225,0.0216405138269,0.00358448617311,6
41,AAPL4001810,21311624,97.889,97.134,16.6491,0.040675,0.0248306253467,0.0158443746533,6
42,AAPL4122395,24354743,100.099,99.942,0.4833,0.011776,0.0124731683341,-0.000697168334126,6
43,AAPL4122387,24354748,101.6095,101.778,2.4214,0.013707,0.0180899755196,-0.00438297551959,6
44,AAPL4122392,24354749,102.975,102.975,4.2318,0.021602,0.0206807218146,0.000921278185423,6
45,AAPL4122390,24354751,105.72,105.803,6.6724,0.026075,0.0219436187927,0.00413138120728,6
46,AAPL4122386,24354752,107.3935,109.0,16.4277,0.039507,0.024796193898,0.014710806102,6
47,AAPL4122398,24354753,100.0503,100.143,0.7583,0.0,0.0145877634803,-0.0145877634803,6
48,AAPL4122391,24354755,100.2525,100.2304,2.445,0.010883,0.0181337622824,-0.00725076228238,6
49,AAPL4208638,27018516,100.3685,99.818,3.1454,0.016143,0.0194637042555,-0.00332070425547,6
50,AAPL4208641,27018526,98.348,97.75,7.4291,0.028275,0.0222748401307,0.00600015986932,6
51,AAPL4208639,27018527,91.0695,90.238,17.5017,0.040727,0.0249533499441,0.0157736500559,6
52,AAPL4208636,27018533,99.95,99.65,3.6873,0.009793,0.0201941418355,-0.0104011418355,6
53,AAPL4208635,27018538,100.055,100.055,4.9469,0.0215,0.0211073373435,0.000392662656481,6
54,AAPL4242662,28185169,100.128,100.128,0.7583,0.0,0.0145877634803,-0.0145877634803,6
55,AAPL4242663,28185178,98.95,99.554,3.9069,0.01044,0.0204147183362,-0.0099747183362,6
56,AAPL4242664,28185181,100.038,100.0009,0.5028,0.008961,0.0126456072211,-0.00368460722114,6
57,AAPL4242668,28185185,101.48,101.769,3.8391,0.015452,0.0203505364193,-0.00489853641926,6
58,AAPL4242669,28185186,102.557,102.276,5.5769,0.023044,0.0214260248935,0.00161797510652,6
59,AAPL4242665,28185187,104.402,104.402,7.9114,0.026641,0.0224750578083,0.00416594219171,6
60,AAPL4242667,28185189,104.6515,103.348,16.8998,0.042184,0.0248683183549,0.0173156816451,6
61,AAPL4336432,31618387,100.315,100.294,1.2598,0.010687,0.0166961745629,-0.00600917456287,6
62,AAPL4336438,31618394,100.911,100.976,2.2252,0.012656,0.0177557347165,-0.00509973471648,6
63,AAPL4336439,31618395,101.6,101.1347,2.9367,0.009324,0.019096554772,-0.00977255477197,6
64,AAPL4336435,31618396,101.3977,101.2524,4.0759,0.01952,0.0205610331233,-0.00104103312334,6
65,AAPL4336441,31618398,102.446,102.446,8.0374,0.029679,0.0225259909692,0.00715300903075,6
66,AAPL4336437,31618399,102.88755,103.9983,4.8014,0.008418,0.0210307337218,-0.0126127337218,6
67,AAPL4336436,31618400,109.5189,109.048,13.2525,0.03868,0.0241736302582,0.0145063697418,6
68,AAPL4336434,31618401,102.7235,102.58,5.7572,0.024183,0.02151437106,0.00266862894003,6
69,AAPL4336433,31618402,109.893,109.9,16.7274,0.041093,0.0248425444377,0.0162504555623,6
70,AAPL4377623,32859441,100.543,0.0,0.0,0.0,0.00398268821855,-0.00398268821855,6
71,AAPL4389214,33461293,99.901,99.916,2.9519,0.009377,0.019125031224,-0.00974803122397,6
72,AAPL4389210,33461303,99.173,99.078,2.6703,0.01453,0.0185732709624,-0.00404327096241,6
73,AAPL4389212,33461308,98.189,98.094,4.545,0.019847,0.0208863282878,-0.00103932828778,6
74,AAPL4389208,33461312,97.16135,96.65,8.6228,0.028671,0.0227552796781,0.00591572032191,6
75,AAPL4389215,33461314,97.45845,95.906,17.4883,0.041308,0.0249515390653,0.0163564609347,6
76,AXP.LJ,3359569,103.71305,103.7827,0.7972,0.013862,0.0148318212534,-0.000969821253368,8
77,AXP.LP,3879325,107.21035,107.354,1.2936,0.014489,0.0167673189695,-0.00227831896953,8
78,AXP.LQ,3881470,144.213,144.313,12.1093,0.04864,0.0238844118899,0.0247555881101,8
79,AXP.MT,10199852,116.306,116.306,2.2592,0.014909,0.0178091399823,-0.00290013998229,8
80,AXP3945856,20185542,93.35,97.023,7.8703,0.0306,0.0224583215312,0.00814167846875,8
81,AXP3962890,20456342,101.0617,99.6,5.5568,0.027406,0.0214160978372,0.00598990216283,8
82,AXP3962889,20456358,98.552,98.452,15.9456,0.041907,0.0247174195294,0.0171895804706,8
83,AXP4007495,21435608,100.397,100.189,1.4938,0.014286,0.0170698023972,-0.00278380239715,8
84,AXP4007497,21435616,100.34345,100.084,1.9757,0.010448,0.0174434884812,-0.00699548848124,8
85,AXP4190375,26296731,103.3145,102.685,6.9622,0.032696,0.0220729655646,0.0106230344354,8
86,AXP.MT,10199852,116.306,116.306,2.2592,0.014909,0.0178091399823,-0.00290013998229,8
87,AXP.LJ,3359569,103.71305,103.7827,0.7972,0.013862,0.0148318212534,-0.000969821253368,8
88,AXP.LP,3879325,107.21035,107.354,1.2936,0.014489,0.0167673189695,-0.00227831896953,8
89,AXP.LQ,3881470,144.213,144.313,12.1093,0.04864,0.0238844118899,0.0247555881101,8
90,AXP3945856,20185542,93.35,97.023,7.8703,0.0306,0.0224583215312,0.00814167846875,8
91,AXP3962890,20456342,101.0617,99.6,5.5568,0.027406,0.0214160978372,0.00598990216283,8
92,AXP3962889,20456358,98.552,98.452,15.9456,0.041907,0.0247174195294,0.0171895804706,8
93,AXP4007495,21435608,100.397,100.189,1.4938,0.014286,0.0170698023972,-0.00278380239715,8
94,AXP4007497,21435616,100.34345,100.084,1.9757,0.010448,0.0174434884812,-0.00699548848124,8
95,AXP4190375,26296731,103.3145,102.685,6.9622,0.032696,0.0220729655646,0.0106230344354,8
96,BA.IS,73802,154.1058,155.075,14.1382,0.04395,0.0243728931767,0.0195771068233,8
97,BA.ZK,1557373,132.186,132.236,11.197,0.035359,0.0236262103857,0.0117327896143,8
98,BA.IX,1000767,134.96395,135.337,12.9009,0.041561,0.0240886158174,0.0174723841826,8
99,BA.IV,135773,142.801,142.533,14.7573,0.04261,0.0244999888845,0.0181100111155,8
100,BA.IR,802858,134.574,134.474,6.1243,0.029621,0.0216903757349,0.00793062426509,8
101,BA.IW,925477,151.804,151.854,14.0712,0.042326,0.0243585475699,0.0179674524301,8
102,BA.IU,104919,133.653,133.053,6.6934,0.028959,0.0219530968275,0.00700590317249,8
103,BA.GBU,10031189,110.162,110.162,2.1973,0.015488,0.0177135925045,-0.0022255925045,8
104,BA.GBY,10398199,109.9035,109.523,3.0206,0.01848,0.019250490919,-0.00077049091897,8
105,BA.IN,716139,130.389,130.343,4.0276,0.020246,0.020521096203,-0.000275096202958,8
106,BA.IO,723255,163.8425,162.839,9.8916,0.033693,0.0232117947281,0.0104812052719,8
107,BA.GBV,10031196,146.599,146.549,13.4637,0.038074,0.0242230596553,0.0138509403447,8
108,BA.GCE,10753527,100.032,100.032,0.0278,0.0,0.00444939854884,-0.00444939854884,8
109,BA.GCA,10398798,129.693,129.693,14.0895,0.039554,0.0243624774702,0.0151915225298,8
110,BA.IQ,866244,161.246,161.246,10.2852,0.035091,0.0233425002799,0.0117484997201,8
111,BA4001719,21311533,99.788,99.699,1.9831,0.011058,0.017450414292,-0.00639241429204,8
112,BA4179462,25932360,100.094,100.0704,1.4873,0.00715,0.0170625931601,-0.00991259316007,8
113,BA4179463,25932364,102.101,101.852,4.7051,0.019655,0.0209782831131,-0.00132328311315,8
114,BA4179464,25932367,102.01,102.01,7.1751,0.025854,0.0221660089457,0.00368799105426,8
115,BA4214068,27212641,98.9635,98.745,7.4954,0.026873,0.0223028609279,0.00457013907206,8
116,BA4214071,27212643,97.0795,96.459,13.6852,0.035967,0.0242736000213,0.0116933999787,8
117,BA4214072,27212645,94.856,94.856,17.7467,0.038341,0.0249858143296,0.0133551856704,8
118,BA4266422,28859503,0.0,0.0,0.0,0.0,0.00398268821855,-0.00398268821855,8
119,BA4306057,30202179,99.596,99.596,3.8426,0.017638,0.0203539318146,-0.00271593181455,8
120,BA4306072,30241955,100.347,100.347,5.61,0.02149,0.0214423382106,4.7661789429e-05,8
121,BA4306071,30241963,99.186,99.342,8.0341,0.02701,0.0225246642047,0.0044853357953,8
122,BA4364223,32620534,97.8775,97.695,6.1582,0.022664,0.0217063687901,0.000957631209909,8
123,BA4364224,32620536,96.76875,97.6136,8.5609,0.02548,0.0227316017385,0.00274839826154,8
124,BA4364225,32620539,91.454,91.454,18.0723,0.038993,0.025027095746,0.013965904254,8
125,BA.IS,73802,154.1058,155.075,14.1382,0.04395,0.0243728931767,0.0195771068233,8
126,BA.IU,104919,133.653,133.053,6.6934,0.028959,0.0219530968275,0.00700590317249,8
127,BA.ZK,1557373,132.186,132.236,11.197,0.035359,0.0236262103857,0.0117327896143,8
128,BA.IX,1000767,134.96395,135.337,12.9009,0.041561,0.0240886158174,0.0174723841826,8
129,BA.IV,135773,142.801,142.533,14.7573,0.04261,0.0244999888845,0.0181100111155,8
130,BA.IR,802858,134.574,134.474,6.1243,0.029621,0.0216903757349,0.00793062426509,8
131,BA.IQ,866244,161.246,161.246,10.2852,0.035091,0.0233425002799,0.0117484997201,8
132,BA.IW,925477,151.804,151.854,14.0712,0.042326,0.0243585475699,0.0179674524301,8
133,BA.GBU,10031189,110.162,110.162,2.1973,0.015488,0.0177135925045,-0.0022255925045,8
134,BA.GBY,10398199,109.9035,109.523,3.0206,0.01848,0.019250490919,-0.00077049091897,8
135,BA.IN,716139,130.389,130.343,4.0276,0.020246,0.020521096203,-0.000275096202958,8
136,BA.IO,723255,163.8425,162.839,9.8916,0.033693,0.0232117947281,0.0104812052719,8
137,BA.GBV,10031196,146.599,146.549,13.4637,0.038074,0.0242230596553,0.0138509403447,8
138,BA.GCE,10753527,100.032,100.032,0.0278,0.0,0.00444939854884,-0.00444939854884,8
139,BA.GCA,10398798,129.693,129.693,14.0895,0.039554,0.0243624774702,0.0151915225298,8
140,BA4001719,21311533,99.788,99.699,1.9831,0.011058,0.017450414292,-0.00639241429204,8
141,BA4179462,25932360,100.094,100.0704,1.4873,0.00715,0.0170625931601,-0.00991259316007,8
142,BA4179463,25932364,102.101,101.852,4.7051,0.019655,0.0209782831131,-0.00132328311315,8
143,BA4179464,25932367,102.01,102.01,7.1751,0.025854,0.0221660089457,0.00368799105426,8
144,BA4214068,27212641,98.9635,98.745,7.4954,0.026873,0.0223028609279,0.00457013907206,8
145,BA4214071,27212643,97.0795,96.459,13.6852,0.035967,0.0242736000213,0.0116933999787,8
146,BA4214072,27212645,94.856,94.856,17.7467,0.038341,0.0249858143296,0.0133551856704,8
147,BA4266422,28859503,0.0,0.0,0.0,0.0,0.00398268821855,-0.00398268821855,8
148,BA4306057,30202179,99.596,99.596,3.8426,0.017638,0.0203539318146,-0.00271593181455,8
149,BA4306072,30241955,100.347,100.347,5.61,0.02149,0.0214423382106,4.7661789429e-05,8
150,BA4306071,30241963,99.186,99.342,8.0341,0.02701,0.0225246642047,0.0044853357953,8
151,BA4364223,32620534,97.8775,97.695,6.1582,0.022664,0.0217063687901,0.000957631209909,8
152,BA4364224,32620536,96.76875,97.6136,8.5609,0.02548,0.0227316017385,0.00274839826154,8
153,BA4364225,32620539,91.454,91.454,18.0723,0.038993,0.025027095746,0.013965904254,8
154,CAT.GVB,2660105,127.4235,127.224,12.5848,0.040768,0.0240092270435,0.0167587729565,8
155,CAT.AF,13091865,107.5965,107.426,4.1405,0.021818,0.020612268612,0.00120573138805,8
156,CAT.GNE,2280996,118.339,118.339,12.6313,0.039523,0.0240210833823,0.0155019166177,8
157,CAT.AC,13091866,116.275,115.978,14.5966,0.041981,0.0244679352717,0.0175130647283,8
158,CAT.MP,1020716,131.851,132.206,8.6499,0.033062,0.0227656040866,0.0102963959134,8
159,CAT.MK,867971,126.7155,128.045,3.7033,0.025157,0.0202114983672,0.00494550163279,8
160,CAT.MN,65651,131.0,131.0,5.1349,0.026088,0.0212040839456,0.00488391605442,8
161,CAT.HOH,4889112,165.039,165.576,12.7258,0.038612,0.0240449888798,0.0145670111202,8
162,CAT.RU,1413422,144.88,143.791,14.3574,0.041913,0.0244190133042,0.0174939866958,8
163,CAT.MS,1236612,134.636,134.586,9.9268,0.041464,0.0232236903975,0.0182403096025,8
164,CAT.HOG,4889076,113.024,113.024,1.9123,0.015219,0.0173894544899,-0.0021704544899,8
165,CAT4123606,24391718,103.842,103.842,7.0897,0.028796,0.0221288871622,0.00666711283779,8
166,CAT4123663,24391728,104.2755,103.964,16.7674,0.041029,0.0248485818103,0.0161804181897,8
167,CAT4123631,24391731,107.303,107.303,20.1317,0.044322,0.0252424752677,0.0190795247323,8
168,CAT.MO,601889,152.195,152.177,20.1659,0.048667,0.0252454328479,0.0234215671521,8
169,CAT3869566,18896452,100.1685,100.247,0.625,0.011233,0.0136474521752,-0.00241445217522,8
170,CAT3869567,18896532,101.5675,101.27,5.2086,0.023707,0.0212416234879,0.00246537651208,8
171,CAT3928750,19482910,97.3841,97.05,16.3265,0.040268,0.0247800932313,0.0154879067687,8
172,CAT.GNE,2280996,118.339,118.339,12.6313,0.039523,0.0240210833823,0.0155019166177,8
173,CAT.GVB,2660105,127.4235,127.224,12.5848,0.040768,0.0240092270435,0.0167587729565,8
174,CAT.AF,13091865,107.5965,107.426,4.1405,0.021818,0.020612268612,0.00120573138805,8
175,CAT.AC,13091866,116.275,115.978,14.5966,0.041981,0.0244679352717,0.0175130647283,8
176,CAT4123606,24391718,103.842,103.842,7.0897,0.028796,0.0221288871622,0.00666711283779,8
177,CAT4123663,24391728,104.2755,103.964,16.7674,0.041029,0.0248485818103,0.0161804181897,8
178,CAT4123631,24391731,107.303,107.303,20.1317,0.044322,0.0252424752677,0.0190795247323,8
179,CAT.HOG,4889076,113.024,113.024,1.9123,0.015219,0.0173894544899,-0.0021704544899,8
180,CAT.MO,601889,152.195,152.177,20.1659,0.048667,0.0252454328479,0.0234215671521,8
181,CAT.MS,1236612,134.636,134.586,9.9268,0.041464,0.0232236903975,0.0182403096025,8
182,CAT.MP,1020716,131.851,132.206,8.6499,0.033062,0.0227656040866,0.0102963959134,8
183,CAT.RU,1413422,144.88,143.791,14.3574,0.041913,0.0244190133042,0.0174939866958,8
184,CAT.HOH,4889112,165.039,165.576,12.7258,0.038612,0.0240449888798,0.0145670111202,8
185,CAT.MN,65651,131.0,131.0,5.1349,0.026088,0.0212040839456,0.00488391605442,8
186,CAT.MK,867971,126.7155,128.045,3.7033,0.025157,0.0202114983672,0.00494550163279,8
187,CAT3869566,18896452,100.1685,100.247,0.625,0.011233,0.0136474521752,-0.00241445217522,8
188,CAT3869567,18896532,101.5675,101.27,5.2086,0.023707,0.0212416234879,0.00246537651208,8
189,CAT3928750,19482910,97.3841,97.05,16.3265,0.040268,0.0247800932313,0.0154879067687,8
190,CSCO.GF,10732667,108.385,108.395,2.9549,0.017194,0.0191306232358,-0.00193662323581,5
191,CSCO.GG,10733003,123.7755,122.951,14.1568,0.04014,0.0243768549537,0.0157631450463,5
192,CSCO.GI,12669435,100.5,100.5,0.3417,0.01724,0.01084445226,0.00639554774,5
193,CSCO.GD,2881634,128.5535,128.821,13.6872,0.039809,0.0242740503595,0.0155349496405,5
194,CSCO.GE,2989905,107.6835,107.575,2.1348,0.015137,0.0176251744108,-0.00248817441076,5
195,CSCO4100888,23812303,103.8,103.718,4.0569,0.02003,0.0205454939893,-0.000515493989337,5
196,CSCO4101281,23812545,106.4205,106.755,6.4686,0.026195,0.0218507786999,0.00434422130006,5
197,CSCO4101280,23812547,101.536,101.536,2.2402,0.01446,0.0177790268124,-0.00331902681239,5
198,CSCO4101277,23812548,100.113,100.127,0.3111,0.007132,0.0103345578665,-0.00320255786648,5
199,CSCO4101278,23812552,101.241,101.882,2.2548,0.005148,0.0178021070741,-0.0126541070741,5
200,CSCO4101276,23812554,100.102,100.2,0.7528,0.007063,0.0145521448231,-0.00748914482312,5
201,CSCO4257976,28549962,100.6425,100.697,1.5563,0.012069,0.0171324870345,-0.0050634870345,5
202,CSCO4257979,28549969,104.095,103.758,5.1273,0.022918,0.0212002006511,0.00171779934885,5
203,CSCO4257977,28549971,106.5525,106.49,7.4253,0.026668,0.0222732292765,0.00439477072349,5
204,CSCO4257978,28549979,102.3635,101.958,3.4173,0.018906,0.0198669542806,-0.000960954280634,5
205,CSCO4257975,28549980,100.8145,100.1793,2.229,0.008639,0.017761594315,-0.00912259431503,5
206,CSCO4337700,31697542,101.135,100.878,5.8083,0.02463,0.0215391810922,0.00309081890781,5
207,CSCO4337810,31697615,100.445,100.495,1.273,0.01013,0.0167247714275,-0.00659477142746,5
208,CSCO4337812,31697621,100.281,100.387,2.2441,0.014319,0.0177851531109,-0.00346615311089,5
209,CSCO4337813,31697626,102.0645,101.317,8.1466,0.028071,0.0225696770511,0.00550132294893,5
210,CSCO4337807,31697629,101.038,101.038,4.0934,0.019554,0.0205751534867,-0.00102115348668,5
211,CSCO4337815,31697644,100.5847,100.6674,1.9649,0.007423,0.0174336338602,-0.0100106338602,5
212,CSCO4403891,33961083,99.722,99.733,2.7927,0.015016,0.0188174461187,-0.0038014461187,5
213,CSCO4403892,33966812,98.663,98.475,6.3656,0.02458,0.0218032633644,0.00277673663563,5
214,CSCO4403890,33966813,99.104,99.044,4.6419,0.020687,0.0209427918958,-0.000255791895804,5
215,CSCO4403905,33966814,100.379,100.379,2.7958,0.010647,0.0188235854268,-0.0081765854268,5
216,CSCO4403899,33966815,98.15045,96.74,8.7311,0.029033,0.022796386924,0.006236613076,5
217,CSCO.GD,2881634,128.5535,128.821,13.6872,0.039809,0.0242740503595,0.0155349496405,5
218,CSCO.GE,2989905,107.6835,107.575,2.1348,0.015137,0.0176251744108,-0.00248817441076,5
219,CSCO.GF,10732667,108.385,108.395,2.9549,0.017194,0.0191306232358,-0.00193662323581,5
220,CSCO.GG,10733003,123.7755,122.951,14.1568,0.04014,0.0243768549537,0.0157631450463,5
221,CSCO.GI,12669435,100.5,100.5,0.3417,0.01724,0.01084445226,0.00639554774,5
222,CSCO4100888,23812303,103.8,103.718,4.0569,0.02003,0.0205454939893,-0.000515493989337,5
223,CSCO4101281,23812545,106.4205,106.755,6.4686,0.026195,0.0218507786999,0.00434422130006,5
224,CSCO4101280,23812547,101.536,101.536,2.2402,0.01446,0.0177790268124,-0.00331902681239,5
225,CSCO4101277,23812548,100.113,100.127,0.3111,0.007132,0.0103345578665,-0.00320255786648,5
226,CSCO4101278,23812552,101.241,101.882,2.2548,0.005148,0.0178021070741,-0.0126541070741,5
227,CSCO4101276,23812554,100.102,100.2,0.7528,0.007063,0.0145521448231,-0.00748914482312,5
228,CSCO4257976,28549962,100.6425,100.697,1.5563,0.012069,0.0171324870345,-0.0050634870345,5
229,CSCO4257979,28549969,104.095,103.758,5.1273,0.022918,0.0212002006511,0.00171779934885,5
230,CSCO4257977,28549971,106.5525,106.49,7.4253,0.026668,0.0222732292765,0.00439477072349,5
231,CSCO4257978,28549979,102.3635,101.958,3.4173,0.018906,0.0198669542806,-0.000960954280634,5
232,CSCO4257975,28549980,100.8145,100.1793,2.229,0.008639,0.017761594315,-0.00912259431503,5
233,CSCO4337700,31697542,101.135,100.878,5.8083,0.02463,0.0215391810922,0.00309081890781,5
234,CSCO4337810,31697615,100.445,100.495,1.273,0.01013,0.0167247714275,-0.00659477142746,5
235,CSCO4337812,31697621,100.281,100.387,2.2441,0.014319,0.0177851531109,-0.00346615311089,5
236,CSCO4337813,31697626,102.0645,101.317,8.1466,0.028071,0.0225696770511,0.00550132294893,5
237,CSCO4337807,31697629,101.038,101.038,4.0934,0.019554,0.0205751534867,-0.00102115348668,5
238,CSCO4337815,31697644,100.5847,100.6674,1.9649,0.007423,0.0174336338602,-0.0100106338602,5
239,CSCO4403891,33961083,99.722,99.733,2.7927,0.015016,0.0188174461187,-0.0038014461187,5
240,CSCO4403892,33966812,98.663,98.475,6.3656,0.02458,0.0218032633644,0.00277673663563,5
241,CSCO4403890,33966813,99.104,99.044,4.6419,0.020687,0.0209427918958,-0.000255791895804,5
242,CSCO4403905,33966814,100.379,100.379,2.7958,0.010647,0.0188235854268,-0.0081765854268,5
243,CSCO4403899,33966815,98.15045,96.74,8.7311,0.029033,0.022796386924,0.006236613076,5
244,GE.ATK,14247808,109.758,109.599,6.5917,0.026482,0.0219070425835,0.0045749574165,0
245,GE.ATJ,14247760,106.595,106.595,4.1996,0.021164,0.0206570849299,0.000506915070139,0
246,GE.HRK,14093628,112.5405,112.029,4.4704,0.020762,0.0208408664359,-7.8866435854e-05,0
247,GE.ASS,12260485,110.4635,110.239,3.7793,0.020444,0.0202910926875,0.000152907312468,0
248,GE.HPH,11756761,108.8665,109.168,3.5615,0.01893,0.0200500137885,-0.00112001378853,0
249,GE.HMX,10886989,110.919,110.579,2.8928,0.020205,0.0190130748445,0.00119192515549,0
250,GE.GP,200460,146.63345,147.96,11.7461,0.039156,0.0237846140919,0.0153713859081,0
251,GE.HHG,4954263,141.907,141.094,13.1166,0.040884,0.0241411771469,0.0167428228531,0
252,GE.HQR,12433230,115.412,115.412,9.4152,0.035225,0.023046756881,0.012178243119,0
253,GE.ASV,12600856,107.827,108.452,3.1367,0.014944,0.019449443315,-0.00450544331501,0
254,GE.ZF,1393054,132.873,132.671,10.4814,0.039363,0.02340577642,0.01595722358,0
255,GE.HJL,10435985,111.67625,111.949,2.5296,0.015125,0.0182951244876,-0.0031701244876,0
256,GE.HI,2110303,99.3125,98.31,0.0,0.0,0.00398268821855,-0.00398268821855,0
257,GE.HMQ,10759313,99.673,99.9,0.0111,0.04004,0.00416903658784,0.0358709634122,0
258,GE.AY,13138241,109.832,109.832,4.9642,0.024687,0.0211163077241,0.00357069227585,0
259,GE.AZ,13138242,111.2,111.2,10.9941,0.04161,0.0235653393562,0.0180446606438,0
260,GE.HRC,13334575,110.5,110.5,6.5203,0.030758,0.0218744779643,0.00888352203568,0
261,GE.HNK,11072447,108.137,108.137,2.2172,0.014416,0.0177434913045,-0.00332749130446,0
262,GE.HNM,11093157,104.715,104.715,1.2984,0.009762,0.0167768781885,-0.00701487818847,0
263,GE.HNP,11117736,106.759,106.759,2.2207,0.018318,0.0177488322598,0.000569167740208,0
264,GE.HNV,11190056,101.31,101.26,0.4278,0.0105,0.0119388426304,-0.00143884263038,0
265,GE.HNX,11190125,117.8205,117.849,5.5626,0.024424,0.0214189639737,0.00300503602628,0
266,GE.HNY,11200738,100.939,100.939,0.4278,0.01877,0.0119388426304,0.00683115736962,0
267,GE.HOE,11363327,104.481,104.431,1.5209,0.014098,0.0170983926985,-0.0030003926985,0
268,GE.HOX,11651929,106.496,106.546,3.0559,0.019197,0.019312709193,-0.000115709192981,0
269,GE.HPD,11741821,105.542,105.125,3.1374,0.024034,0.0194505940211,0.00458340597889,0
270,GE.HPM,11820597,103.0705,103.9,1.864,0.014316,0.0173533535716,-0.0030373535716,0
271,GE.HQA,11914564,101.356,101.101,0.9278,0.02037,0.0155497414381,0.00482025856186,0
272,GE.HQE,11948629,109.155,109.113,5.0037,0.02338,0.0211367253775,0.00224327462248,0
273,GE.HQD,11947197,102.138,102.088,1.4736,0.018382,0.0170469258554,0.00133507414464,0
274,GE.HQJ,12008034,109.3815,109.741,5.0165,0.021249,0.0211433269497,0.000105673050303,0
275,GE.HQN,12103731,111.99165,112.029,5.3437,0.023781,0.02130988244,0.00247111755997,0
276,GE.HQP,12403814,110.7623,111.275,4.7066,0.023189,0.0209791142468,0.00220988575322,0
277,GE.ASW,12600858,116.791,116.791,9.5398,0.033559,0.0230906523059,0.0104683476941,0
