Valoren,Morningstar Credit Rating,Rating
27526572,BBB+,10
27448073,BBB+,10
27592081,BBB+,10
27592082,BBB+,10
27619990,BBB+,10
27547962,BBB+,10
27717232,BBB+,10
27717249,BBB+,10
27717253,BBB+,10
12092959,BBB+,10
4431430,BBB+,10
20555302,BBB+,10
23970226,BBB+,10
24106570,BBB+,10
24106621,BBB+,10
24766293,BBB+,10
24825604,BBB+,10
24825607,BBB+,10
25069976,BBB+,10
25546523,BBB+,10
25546548,BBB+,10
25858403,BBB+,10
25858394,BBB+,10
25932433,BBB+,10
26297076,BBB+,10
26297089,BBB+,10
26807302,BBB+,10
26937868,BBB+,10
27128562,BBB+,10
27717268,BBB+,10
27777036,BBB+,10
23918002,BBB+,10
23982609,BBB+,10
23982613,BBB+,10
24106332,BBB+,10
24106337,BBB+,10
24218387,BBB+,10
24259880,BBB+,10
24306141,BBB+,10
24346639,BBB+,10
3248591,BBB+,10
24391725,BBB+,10
24495352,BBB+,10
24650131,BBB+,10
25069922,BBB+,10
25444520,BBB+,10
25569372,BBB+,10
25591912,BBB+,10
25637729,BBB+,10
25717919,BBB+,10
25883774,BBB+,10
26090116,BBB+,10
26138475,BBB+,10
26807300,BBB+,10
26937845,BBB+,10
26937851,BBB+,10
26937854,BBB+,10
27128431,BBB+,10
27128433,BBB+,10
27242207,BBB+,10
27270021,BBB+,10
27270032,BBB+,10
27989371,BBB+,10
10215429,BBB+,10
18644308,BBB+,10
18644309,BBB+,10
19535917,BBB+,10
19535918,BBB+,10
19535921,BBB+,10
19535923,BBB+,10
19535937,BBB+,10
19944297,BBB+,10
20115978,BBB+,10
21372430,BBB+,10
21511078,BBB+,10
21904482,BBB+,10
21960836,BBB+,10
22262589,BBB+,10
22316483,BBB+,10
23068553,BBB+,10
23994106,BBB+,10
24023512,BBB+,10
24075900,BBB+,10
24075905,BBB+,10
24075909,BBB+,10
24087209,BBB+,10
24106356,BBB+,10
24106359,BBB+,10
24106363,BBB+,10
24106368,BBB+,10
24106369,BBB+,10
24106375,BBB+,10
24114858,BBB+,10
14903773,BBB+,10
14383330,BBB+,10
14383466,BBB+,10
14880614,BBB+,10
1557344,BBB+,10
2524958,BBB+,10
2777685,BBB+,10
2989451,BBB+,10
3439337,BBB+,10
3648019,BBB+,10
3694022,BBB+,10
30257247,BBB+,10
32357648,BBB+,10
32425659,BBB+,10
32425660,BBB+,10
32440408,BBB+,10
32440416,BBB+,10
32500627,BBB+,10
32582383,BBB+,10
32582430,BBB+,10
32582431,BBB+,10
32582432,BBB+,10
32656863,BBB+,10
32656991,BBB+,10
32699622,BBB+,10
32715568,BBB+,10
32715582,BBB+,10
32715590,BBB+,10
32715594,BBB+,10
32729008,BBB+,10
32778139,BBB+,10
32815878,BBB+,10
32925442,BBB+,10
32925443,BBB+,10
32925513,BBB+,10
32942773,BBB+,10
10216032,BBB+,10
19535910,BBB+,10
20945051,BBB+,10
22316493,BBB+,10
22316496,BBB+,10
22316501,BBB+,10
22316514,BBB+,10
22316515,BBB+,10
24523447,BBB+,10
24524012,BBB+,10
29170349,BBB+,10
29816210,BBB+,10
24682007,BBB+,10
4291675,BBB+,10
29047564,BBB+,10
29047592,BBB+,10
31947475,BBB+,10
32020500,BBB+,10
32070599,BBB+,10
32071443,BBB+,10
29047579,BBB+,10
32179653,BBB+,10
32179656,BBB+,10
32179659,BBB+,10
32302438,BBB+,10
32357644,BBB+,10
32357645,BBB+,10
32357647,BBB+,10
32430113,BBB+,10
32430127,BBB+,10
32533448,BBB+,10
32618542,BBB+,10
32618543,BBB+,10
32722633,BBB+,10
32911280,BBB+,10
32912167,BBB+,10
29863095,BBB+,10
29863191,BBB+,10
29863197,BBB+,10
29863198,BBB+,10
29879928,BBB+,10
29879931,BBB+,10
29879932,BBB+,10
29879933,BBB+,10
29879942,BBB+,10
29879954,BBB+,10
29895035,BBB+,10
29895038,BBB+,10
29895039,BBB+,10
29895048,BBB+,10
29895172,BBB+,10
29895173,BBB+,10
29895178,BBB+,10
29895181,BBB+,10
29895185,BBB+,10
29895187,BBB+,10
29895209,BBB+,10
29895215,BBB+,10
29926198,BBB+,10
29926199,BBB+,10
29926200,BBB+,10
29926201,BBB+,10
29945223,BBB+,10
29945536,BBB+,10
29945562,BBB+,10
29945565,BBB+,10
29945566,BBB+,10
29945568,BBB+,10
29945569,BBB+,10
29945574,BBB+,10
29945585,BBB+,10
29945588,BBB+,10
29945594,BBB+,10
29990156,BBB+,10
29990185,BBB+,10
29990273,BBB+,10
30011766,BBB+,10
30011767,BBB+,10
30087156,BBB+,10
30154457,BBB+,10
30154482,BBB+,10
30154494,BBB+,10
30154495,BBB+,10
30154496,BBB+,10
30154498,BBB+,10
30154522,BBB+,10
30154524,BBB+,10
30202181,BBB+,10
30202183,BBB+,10
30241968,BBB+,10
30241972,BBB+,10
30241992,BBB+,10
30256957,BBB+,10
30256964,BBB+,10
30256979,BBB+,10
30257200,BBB+,10
30257216,BBB+,10
21471743,BBB+,10
12438180,BBB+,10
12573790,BBB+,10
12614407,BBB+,10
12659586,BBB+,10
12705214,BBB+,10
14237979,BBB+,10
14298797,BBB+,10
21542625,BBB+,10
21542640,BBB+,10
21581112,BBB+,10
21581119,BBB+,10
21581126,BBB+,10
21639938,BBB+,10
21690176,BBB+,10
21745139,BBB+,10
21745203,BBB+,10
21745207,BBB+,10
21745217,BBB+,10
21982607,BBB+,10
21982611,BBB+,10
21982615,BBB+,10
21982617,BBB+,10
22032289,BBB+,10
22032313,BBB+,10
22032318,BBB+,10
22089365,BBB+,10
22152340,BBB+,10
22161781,BBB+,10
22187556,BBB+,10
22188023,BBB+,10
22188037,BBB+,10
22224587,BBB+,10
22307508,BBB+,10
22307509,BBB+,10
22307510,BBB+,10
22340879,BBB+,10
22340881,BBB+,10
22341165,BBB+,10
22395447,BBB+,10
22405306,BBB+,10
22447836,BBB+,10
22447839,BBB+,10
25069984,BBB+,10
25202025,BBB+,10
25202037,BBB+,10
25260337,BBB+,10
25260340,BBB+,10
25319319,BBB+,10
25319423,BBB+,10
25319424,BBB+,10
25173023,BBB+,10
27989386,BBB+,10
28054075,BBB+,10
28073067,BBB+,10
28113543,BBB+,10
28113547,BBB+,10
28143245,BBB+,10
28185183,BBB+,10
28185190,BBB+,10
28202934,BBB+,10
28202937,BBB+,10
28250953,BBB+,10
28250990,BBB+,10
28251119,BBB+,10
18318743,BBB+,10
18446942,BBB+,10
18447119,BBB+,10
18447139,BBB+,10
18491292,BBB+,10
18493308,BBB+,10
18493321,BBB+,10
18499644,BBB+,10
10136876,BBB+,10
10156319,BBB+,10
10174127,BBB+,10
10272036,BBB+,10
10967144,BBB+,10
11019101,BBB+,10
11166268,BBB+,10
11335111,BBB+,10
11567786,BBB+,10
11572214,BBB+,10
11580971,BBB+,10
11580582,BBB+,10
11603482,BBB+,10
11629818,BBB+,10
11656535,BBB+,10
11656714,BBB+,10
11680915,BBB+,10
11693869,BBB+,10
11700052,BBB+,10
11700053,BBB+,10
11731392,BBB+,10
11741978,BBB+,10
11746894,BBB+,10
11760212,BBB+,10
11760891,BBB+,10
11948880,BBB+,10
11966643,BBB+,10
11972512,BBB+,10
12032402,BBB+,10
12039173,BBB+,10
12055425,BBB+,10
12103289,BBB+,10
12404332,BBB+,10
12412324,BBB+,10
12471579,BBB+,10
12514803,BBB+,10
12572414,BBB+,10
12696337,BBB+,10
12929064,BBB+,10
12929082,BBB+,10
12929097,BBB+,10
12971143,BBB+,10
13015137,BBB+,10
13090870,BBB+,10
13090915,BBB+,10
13138188,BBB+,10
13169113,BBB+,10
13197571,BBB+,10
13197584,BBB+,10
13457572,BBB+,10
13586375,BBB+,10
13703488,BBB+,10
28251120,BBB+,10
28318684,BBB+,10
28318689,BBB+,10
28318693,BBB+,10
28318866,BBB+,10
28318875,BBB+,10
28349012,BBB+,10
28407264,BBB+,10
28407268,BBB+,10
25140291,BBB+,10
25159585,BBB+,10
25159596,BBB+,10
25201852,BBB+,10
25212188,BBB+,10
25250208,BBB+,10
25319256,BBB+,10
25319305,BBB+,10
25319317,BBB+,10
25319322,BBB+,10
25333993,BBB+,10
25334230,BBB+,10
13818610,BBB+,10
18139324,BBB+,10
19958303,BBB+,10
19998139,BBB+,10
19998148,BBB+,10
19998151,BBB+,10
19998155,BBB+,10
20006419,BBB+,10
20044583,BBB+,10
20044629,BBB+,10
20044635,BBB+,10
20044642,BBB+,10
20086123,BBB+,10
20086142,BBB+,10
20086146,BBB+,10
20086831,BBB+,10
20155460,BBB+,10
20155463,BBB+,10
20155465,BBB+,10
20155501,BBB+,10
20185575,BBB+,10
20186182,BBB+,10
20186191,BBB+,10
20186200,BBB+,10
20197818,BBB+,10
20250034,BBB+,10
20250043,BBB+,10
20250064,BBB+,10
20250099,BBB+,10
20289896,BBB+,10
20308004,BBB+,10
20308013,BBB+,10
20308018,BBB+,10
20308036,BBB+,10
20488356,BBB+,10
20488358,BBB+,10
20558066,BBB+,10
20558115,BBB+,10
20591879,BBB+,10
20591882,BBB+,10
20591883,BBB+,10
20657474,BBB+,10
20657476,BBB+,10
20657478,BBB+,10
20657479,BBB+,10
20671240,BBB+,10
20711163,BBB+,10
20711168,BBB+,10
20711170,BBB+,10
20711172,BBB+,10
20776633,BBB+,10
20778062,BBB+,10
20778074,BBB+,10
20778084,BBB+,10
20794829,BBB+,10
20819787,BBB+,10
20819796,BBB+,10
20819886,BBB+,10
20856397,BBB+,10
20856399,BBB+,10
20819603,BBB+,10
20944894,BBB+,10
20944906,BBB+,10
21007150,BBB+,10
21007161,BBB+,10
21007167,BBB+,10
21007169,BBB+,10
21057353,BBB+,10
21057354,BBB+,10
21057356,BBB+,10
21242263,BBB+,10
21256916,BBB+,10
21256928,BBB+,10
21275649,BBB+,10
21275695,BBB+,10
21325150,BBB+,10
21325189,BBB+,10
21325204,BBB+,10
21325233,BBB+,10
22973827,BBB+,10
23122161,BBB+,10
23122168,BBB+,10
23169194,BBB+,10
23222192,BBB+,10
23222195,BBB+,10
23500215,BBB+,10
23576517,BBB+,10
23576922,BBB+,10
23576935,BBB+,10
23646994,BBB+,10
23675800,BBB+,10
23711784,BBB+,10
23711796,BBB+,10
23784157,BBB+,10
23784158,BBB+,10
25334233,BBB+,10
25334252,BBB+,10
2827389,BBB+,10
25125854,BBB+,10
25125864,BBB+,10
25388612,BBB+,10
25388631,BBB+,10
28113562,BBB+,10
28113563,BBB+,10
28365975,BBB+,10
25334253,BBB+,10
25334256,BBB+,10
25399506,BBB+,10
28028762,BBB+,10
28041886,BBB+,10
28053978,BBB+,10
28053982,BBB+,10
28053985,BBB+,10
28053986,BBB+,10
28054051,BBB+,10
28054060,BBB+,10
28054062,BBB+,10
28054070,BBB+,10
28072961,BBB+,10
28072970,BBB+,10
28072990,BBB+,10
28072993,BBB+,10
28072994,BBB+,10
28072997,BBB+,10
28073013,BBB+,10
28073028,BBB+,10
28073039,BBB+,10
28073056,BBB+,10
28073080,BBB+,10
28114205,BBB+,10
28143258,BBB+,10
28161289,BBB+,10
28185157,BBB+,10
28202449,BBB+,10
28202463,BBB+,10
28202931,BBB+,10
28202946,BBB+,10
28214906,BBB+,10
28214923,BBB+,10
28214974,BBB+,10
28250590,BBB+,10
28250933,BBB+,10
28266911,BBB+,10
28318597,BBB+,10
28318600,BBB+,10
28318601,BBB+,10
28318732,BBB+,10
28332653,BBB+,10
28332695,BBB+,10
28365982,BBB+,10
28365985,BBB+,10
28365987,BBB+,10
28365988,BBB+,10
28365995,BBB+,10
28381755,BBB+,10
28381763,BBB+,10
28381767,BBB+,10
28381798,BBB+,10
28404685,BBB+,10
28406703,BBB+,10
28406927,BBB+,10
28406930,BBB+,10
28406954,BBB+,10
28406957,BBB+,10
28406959,BBB+,10
28406961,BBB+,10
28406970,BBB+,10
28406976,BBB+,10
28406983,BBB+,10
28407010,BBB+,10
30257217,BBB+,10
30257250,BBB+,10
30257251,BBB+,10
30273662,BBB+,10
30273684,BBB+,10
30273685,BBB+,10
30273686,BBB+,10
30273687,BBB+,10
30273690,BBB+,10
30273693,BBB+,10
30273694,BBB+,10
30273704,BBB+,10
30273712,BBB+,10
30273713,BBB+,10
30571390,BBB+,10
32598760,BBB+,10
32656874,BBB+,10
32656875,BBB+,10
32670733,BBB+,10
32699620,BBB+,10
32815840,BBB+,10
32886335,BBB+,10
32890004,BBB+,10
32912173,BBB+,10
33114997,BBB+,10
33201581,BBB+,10
33541791,BBB+,10
33555783,BBB+,10
22196071,BBB+,10
33613006,BBB+,10
30571392,BBB+,10
33623712,BBB+,10
33650431,BBB+,10
27417878,BBB+,10
22316517,BBB+,10
33678643,BBB+,10
33689668,BBB+,10
33599342,BBB+,10
33754514,BBB+,10
33776419,BBB+,10
33776426,BBB+,10
33776448,BBB+,10
33784992,BBB+,10
33696729,BBB+,10
33826008,BBB+,10
33843123,BBB+,10
33905826,BBB+,10
33974148,BBB+,10
33989331,BBB+,10
33989355,BBB+,10
34029576,BBB+,10
34069239,BBB+,10
34069244,BBB+,10
34069248,BBB+,10
34132542,BBB+,10
34132545,BBB+,10
34132508,BBB+,10
34151681,BBB+,10
27058680,BBB+,10
34091262,BBB+,10
18621372,BBB+,10
18625610,BBB+,10
18679707,BBB+,10
18680155,BBB+,10
18680211,BBB+,10
18778838,BBB+,10
18778853,BBB+,10
18778876,BBB+,10
18778917,BBB+,10
18825733,BBB+,10
18825743,BBB+,10
18832587,BBB+,10
18845350,BBB+,10
18845352,BBB+,10
22686635,BBB+,10
22686640,BBB+,10
22686650,BBB+,10
22743051,BBB+,10
22743057,BBB+,10
22743065,BBB+,10
13053585,BBB+,10
13816996,BBB+,10
13871584,BBB+,10
21333398,BBB+,10
21471659,BBB+,10
23834082,BBB+,10
23834087,BBB+,10
20504322,BBB+,10
20620316,BBB+,10
20671364,BBB+,10
13335647,BBB+,10
20839632,BBB+,10
20944846,BBB+,10
20944890,BBB+,10
21542655,BBB+,10
21640037,BBB+,10
21640041,BBB+,10
21640049,BBB+,10
21689157,BBB+,10
21690170,BBB+,10
21907666,BBB+,10
22152434,BBB+,10
22152557,BBB+,10
22202835,BBB+,10
22825808,BBB+,10
22825811,BBB+,10
22898878,BBB+,10
22898883,BBB+,10
21487077,BBB+,10
21565891,BBB+,10
21664182,BBB+,10
21927627,BBB+,10
22031857,BBB+,10
22127938,BBB+,10
22127975,BBB+,10
22260088,BBB+,10
22393935,BBB+,10
22541931,BBB+,10
22660550,BBB+,10
22837406,BBB+,10
22849360,BBB+,10
21383612,BBB+,10
21399987,BBB+,10
21461161,BBB+,10
21497104,BBB+,10
21497136,BBB+,10
21506006,BBB+,10
21524786,BBB+,10
21524793,BBB+,10
21533205,BBB+,10
21533214,BBB+,10
21674915,BBB+,10
21757423,BBB+,10
22006710,BBB+,10
22006725,BBB+,10
22006730,BBB+,10
22100704,BBB+,10
22187377,BBB+,10
22234539,BBB+,10
22234542,BBB+,10
22234543,BBB+,10
22243200,BBB+,10
22243209,BBB+,10
22447666,BBB+,10
22447710,BBB+,10
22457326,BBB+,10
22467101,BBB+,10
22467109,BBB+,10
22479168,BBB+,10
22593568,BBB+,10
22593575,BBB+,10
22713129,BBB+,10
22722493,BBB+,10
22742850,BBB+,10
22742947,BBB+,10
22898804,BBB+,10
22944469,BBB+,10
22944486,BBB+,10
22395439,BBB+,10
22593576,BBB+,10
22872914,BBB+,10
22099889,BBB+,10
22099996,BBB+,10
22467114,BBB+,10
22467115,BBB+,10
22467116,BBB+,10
22922234,BBB+,10
22922254,BBB+,10
22987743,BBB+,10
23004867,BBB+,10
23004879,BBB+,10
23057382,BBB+,10
23057383,BBB+,10
23169209,BBB+,10
23619198,BBB+,10
23647095,BBB+,10
23825081,BBB+,10
23825088,BBB+,10
23825095,BBB+,10
24230803,BBB+,10
24248940,BBB+,10
24306053,BBB+,10
24306112,BBB+,10
24315318,BBB+,10
24325531,BBB+,10
24336813,BBB+,10
24336820,BBB+,10
24336906,BBB+,10
24337535,BBB+,10
24337576,BBB+,10
24346630,BBB+,10
24346634,BBB+,10
24346640,BBB+,10
24346645,BBB+,10
24365894,BBB+,10
24379000,BBB+,10
24436213,BBB+,10
26138472,BBB+,10
27228179,BBB+,10
27228181,BBB+,10
19535952,BBB+,10
26391553,BBB+,10
26419468,BBB+,10
27504366,BBB+,10
25837125,BBB+,10
20945088,BBB+,10
22316490,BBB+,10
24451919,BBB+,10
24485315,BBB+,10
24495367,BBB+,10
24513513,BBB+,10
24532933,BBB+,10
24534667,BBB+,10
24544716,BBB+,10
24561060,BBB+,10
24561082,BBB+,10
24561119,BBB+,10
24570400,BBB+,10
24571012,BBB+,10
24571020,BBB+,10
24571038,BBB+,10
24571052,BBB+,10
24617516,BBB+,10
24659215,BBB+,10
24659220,BBB+,10
24665166,BBB+,10
24699641,BBB+,10
24710675,BBB+,10
24766172,BBB+,10
24784586,BBB+,10
24784602,BBB+,10
24784606,BBB+,10
24784612,BBB+,10
24795046,BBB+,10
24806269,BBB+,10
24806302,BBB+,10
24806307,BBB+,10
24806337,BBB+,10
24806389,BBB+,10
24825410,BBB+,10
24887666,BBB+,10
25019493,BBB+,10
25019495,BBB+,10
25027985,BBB+,10
25043576,BBB+,10
25043588,BBB+,10
25043594,BBB+,10
25043597,BBB+,10
25043604,BBB+,10
25053113,BBB+,10
25053114,BBB+,10
25053118,BBB+,10
25053119,BBB+,10
25053133,BBB+,10
25168510,BBB+,10
25485271,BBB+,10
25485329,BBB+,10
25507712,BBB+,10
25507719,BBB+,10
25557732,BBB+,10
25557790,BBB+,10
25569032,BBB+,10
25584637,BBB+,10
25584643,BBB+,10
25584715,BBB+,10
25584716,BBB+,10
25584724,BBB+,10
25584911,BBB+,10
25591899,BBB+,10
25608209,BBB+,10
25619185,BBB+,10
25619188,BBB+,10
25619340,BBB+,10
25619342,BBB+,10
25641617,BBB+,10
25641623,BBB+,10
25641640,BBB+,10
25704098,BBB+,10
25735631,BBB+,10
25735632,BBB+,10
25816650,BBB+,10
25867430,BBB+,10
25867514,BBB+,10
25883759,BBB+,10
25898447,BBB+,10
25898590,BBB+,10
25898602,BBB+,10
25907904,BBB+,10
25907916,BBB+,10
25932353,BBB+,10
25932354,BBB+,10
25932384,BBB+,10
25932395,BBB+,10
25932407,BBB+,10
25932418,BBB+,10
25949482,BBB+,10
25949487,BBB+,10
25949491,BBB+,10
25949495,BBB+,10
25949510,BBB+,10
25972949,BBB+,10
25972951,BBB+,10
25972963,BBB+,10
26005519,BBB+,10
26020624,BBB+,10
26020772,BBB+,10
26043677,BBB+,10
26056747,BBB+,10
26074915,BBB+,10
26104444,BBB+,10
26124315,BBB+,10
26124377,BBB+,10
26151458,BBB+,10
26173943,BBB+,10
26173947,BBB+,10
26173951,BBB+,10
26173976,BBB+,10
26191496,BBB+,10
26191517,BBB+,10
26191538,BBB+,10
26191545,BBB+,10
26208608,BBB+,10
26208613,BBB+,10
26209874,BBB+,10
26209876,BBB+,10
26222817,BBB+,10
26275375,BBB+,10
26275414,BBB+,10
26296751,BBB+,10
26296754,BBB+,10
26305264,BBB+,10
26305267,BBB+,10
26305273,BBB+,10
26323155,BBB+,10
26338700,BBB+,10
26338775,BBB+,10
26358197,BBB+,10
26391540,BBB+,10
26407028,BBB+,10
26419377,BBB+,10
26419472,BBB+,10
26504516,BBB+,10
26519080,BBB+,10
26519281,BBB+,10
26519283,BBB+,10
26519290,BBB+,10
26529464,BBB+,10
26529469,BBB+,10
26529470,BBB+,10
26529475,BBB+,10
26529477,BBB+,10
26529480,BBB+,10
26529483,BBB+,10
26529486,BBB+,10
26529489,BBB+,10
26529525,BBB+,10
26531785,BBB+,10
26531796,BBB+,10
26531812,BBB+,10
26579648,BBB+,10
26579695,BBB+,10
26579701,BBB+,10
26644037,BBB+,10
26683687,BBB+,10
26700755,BBB+,10
26700763,BBB+,10
26700805,BBB+,10
26700841,BBB+,10
26700940,BBB+,10
26700944,BBB+,10
26807316,BBB+,10
26807317,BBB+,10
26875602,BBB+,10
26901628,BBB+,10
26937836,BBB+,10
26937843,BBB+,10
26937849,BBB+,10
26937855,BBB+,10
26969391,BBB+,10
26969396,BBB+,10
26969398,BBB+,10
26969401,BBB+,10
26969410,BBB+,10
26969415,BBB+,10
26969416,BBB+,10
26969423,BBB+,10
26997712,BBB+,10
26997741,BBB+,10
26997844,BBB+,10
26997845,BBB+,10
26997849,BBB+,10
26997852,BBB+,10
27018489,BBB+,10
2262304,BBB+,10
18718585,BBB+,10
18721597,BBB+,10
18737911,BBB+,10
29432498,BBB+,10
29432500,BBB+,10
29558559,BBB+,10
29558560,BBB+,10
29666958,BBB+,10
29666989,BBB+,10
29726945,BBB+,10
29726946,BBB+,10
20801789,BBB+,10
20996789,BBB+,10
21023715,BBB+,10
21275663,BBB+,10
22955705,BBB+,10
23105300,BBB+,10
23114012,BBB+,10
23298947,BBB+,10
23454347,BBB+,10
23480688,BBB+,10
23524607,BBB+,10
23675801,BBB+,10
23751805,BBB+,10
23812531,BBB+,10
25486052,BBB+,10
28476240,BBB+,10
28476244,BBB+,10
28489429,BBB+,10
28511162,BBB+,10
28531418,BBB+,10
28531419,BBB+,10
28580802,BBB+,10
28580805,BBB+,10
28618041,BBB+,10
28618042,BBB+,10
28697790,BBB+,10
28697913,BBB+,10
28697914,BBB+,10
28843366,BBB+,10
28843367,BBB+,10
28843392,BBB+,10
28843434,BBB+,10
29013239,BBB+,10
29045262,BBB+,10
29045268,BBB+,10
29060137,BBB+,10
29088751,BBB+,10
29091183,BBB+,10
29091184,BBB+,10
19143875,BBB+,10
19144203,BBB+,10
19144347,BBB+,10
19144362,BBB+,10
19189078,BBB+,10
19189850,BBB+,10
19189910,BBB+,10
19189919,BBB+,10
19238239,BBB+,10
19238277,BBB+,10
19238315,BBB+,10
19239067,BBB+,10
19289584,BBB+,10
19289601,BBB+,10
19289614,BBB+,10
19336749,BBB+,10
19336757,BBB+,10
19336793,BBB+,10
19466573,BBB+,10
19505738,BBB+,10
19505833,BBB+,10
19505895,BBB+,10
19505909,BBB+,10
19891902,BBB+,10
27018510,BBB+,10
27039896,BBB+,10
27091332,BBB+,10
27091335,BBB+,10
27140257,BBB+,10
27140268,BBB+,10
27140269,BBB+,10
27140270,BBB+,10
27167471,BBB+,10
27167474,BBB+,10
27167969,BBB+,10
27201181,BBB+,10
27201184,BBB+,10
27228097,BBB+,10
27228131,BBB+,10
27242131,BBB+,10
27242175,BBB+,10
27253465,BBB+,10
27253476,BBB+,10
27253481,BBB+,10
27270013,BBB+,10
27270015,BBB+,10
27270016,BBB+,10
22518167,BBB+,10
29169280,BBB+,10
29169281,BBB+,10
29236529,BBB+,10
29236534,BBB+,10
29316885,BBB+,10
29316886,BBB+,10
29372995,BBB+,10
30257330,BBB+,10
30257331,BBB+,10
30372218,BBB+,10
27058708,BBB+,10
30453067,BBB+,10
30453081,BBB+,10
30536749,BBB+,10
30536751,BBB+,10
30536754,BBB+,10
30536755,BBB+,10
30570746,BBB+,10
27270018,BBB+,10
27270019,BBB+,10
27270023,BBB+,10
27270024,BBB+,10
27288684,BBB+,10
27288686,BBB+,10
27288697,BBB+,10
27288702,BBB+,10
27288724,BBB+,10
27288731,BBB+,10
27356411,BBB+,10
27373050,BBB+,10
27389956,BBB+,10
27389962,BBB+,10
27390006,BBB+,10
27425087,BBB+,10
27504321,BBB+,10
27526412,BBB+,10
27526417,BBB+,10
27569082,BBB+,10
27574816,BBB+,10
27633607,BBB+,10
27634081,BBB+,10
27655867,BBB+,10
27679625,BBB+,10
27679670,BBB+,10
27699190,BBB+,10
27699199,BBB+,10
27699261,BBB+,10
27717078,BBB+,10
27717188,BBB+,10
27717202,BBB+,10
27717223,BBB+,10
27717225,BBB+,10
27717238,BBB+,10
27717266,BBB+,10
27742700,BBB+,10
27742707,BBB+,10
27742712,BBB+,10
27742734,BBB+,10
27742850,BBB+,10
27755090,BBB+,10
27755106,BBB+,10
27777035,BBB+,10
27777051,BBB+,10
27792855,BBB+,10
27809920,BBB+,10
27851085,BBB+,10
27865150,BBB+,10
27865154,BBB+,10
27865158,BBB+,10
27865162,BBB+,10
27885429,BBB+,10
27942173,BBB+,10
27956066,BBB+,10
27956072,BBB+,10
27972059,BBB+,10
24337545,BBB+,10
24571045,BBB+,10
24346632,BBB+,10
24337568,BBB+,10
19894948,BBB+,10
19895044,BBB+,10
19895397,BBB+,10
19895598,BBB+,10
19920640,BBB+,10
19958300,BBB+,10
29610064,BBB+,10
29644829,BBB+,10
29644830,BBB+,10
29491719,BBB+,10
29497212,BBB+,10
29497239,BBB+,10
29497268,BBB+,10
29497269,BBB+,10
29497270,BBB+,10
29518240,BBB+,10
29518251,BBB+,10
29518278,BBB+,10
29518281,BBB+,10
29535361,BBB+,10
29535364,BBB+,10
29535368,BBB+,10
29558431,BBB+,10
29558433,BBB+,10
29558438,BBB+,10
29558439,BBB+,10
29558440,BBB+,10
29578176,BBB+,10
29578177,BBB+,10
29578179,BBB+,10
29578181,BBB+,10
29592977,BBB+,10
29592989,BBB+,10
29610020,BBB+,10
29610023,BBB+,10
29610053,BBB+,10
29610065,BBB+,10
29644612,BBB+,10
29644799,BBB+,10
29644801,BBB+,10
29707571,BBB+,10
29746999,BBB+,10
29747082,BBB+,10
29747102,BBB+,10
29747103,BBB+,10
29763430,BBB+,10
29763443,BBB+,10
29763452,BBB+,10
29777516,BBB+,10
29792835,BBB+,10
30839190,BBB+,10
31697616,BBB+,10
31697617,BBB+,10
31697619,BBB+,10
31710938,BBB+,10
31727823,BBB+,10
31727824,BBB+,10
31740444,BBB+,10
31740449,BBB+,10
31790020,BBB+,10
31790021,BBB+,10
31870867,BBB+,10
31897158,BBB+,10
31897159,BBB+,10
31955747,BBB+,10
31955748,BBB+,10
31965981,BBB+,10
31965982,BBB+,10
32015295,BBB+,10
32015298,BBB+,10
30571381,BBB+,10
30571384,BBB+,10
30571387,BBB+,10
30571389,BBB+,10
30571388,BBB+,10
33120919,BBB+,10
33120937,BBB+,10
33120942,BBB+,10
33440095,BBB+,10
33440164,BBB+,10
33461286,BBB+,10
10215688,BBB+,10
10215986,BBB+,10
19535924,BBB+,10
19535934,BBB+,10
19536318,BBB+,10
20020390,BBB+,10
20136929,BBB+,10
20239026,BBB+,10
20338364,BBB+,10
20504414,BBB+,10
20579568,BBB+,10
20591800,BBB+,10
20602593,BBB+,10
20679016,BBB+,10
20687001,BBB+,10
20711034,BBB+,10
20776790,BBB+,10
20794779,BBB+,10
20819630,BBB+,10
20945093,BBB+,10
20945099,BBB+,10
20968231,BBB+,10
21044811,BBB+,10
21044820,BBB+,10
21044821,BBB+,10
21163612,BBB+,10
21186957,BBB+,10
21235371,BBB+,10
21256052,BBB+,10
21267994,BBB+,10
21285713,BBB+,10
21384386,BBB+,10
22316475,BBB+,10
22316477,BBB+,10
22316482,BBB+,10
22955592,BBB+,10
22955719,BBB+,10
22973796,BBB+,10
22987656,BBB+,10
22987657,BBB+,10
22987658,BBB+,10
22987659,BBB+,10
22987660,BBB+,10
23061000,BBB+,10
23168409,BBB+,10
23179088,BBB+,10
23205025,BBB+,10
23205092,BBB+,10
23205099,BBB+,10
23222125,BBB+,10
23222143,BBB+,10
23227959,BBB+,10
23227975,BBB+,10
23227978,BBB+,10
23524618,BBB+,10
23540624,BBB+,10
23540626,BBB+,10
23540629,BBB+,10
23540630,BBB+,10
23576520,BBB+,10
23576536,BBB+,10
23578559,BBB+,10
23593590,BBB+,10
23593617,BBB+,10
23593622,BBB+,10
23593626,BBB+,10
23709686,BBB+,10
23709704,BBB+,10
23724418,BBB+,10
23802727,BBB+,10
23803991,BBB+,10
23812494,BBB+,10
23812539,BBB+,10
23824229,BBB+,10
23824246,BBB+,10
23824252,BBB+,10
